CC Number,Date,Time,Accident Type,New Georeferenced Column,Month_Year,Latitude,Longitude,Hour
12T011984,2012-09-06,0256,4,"(39.2674, -76.6167)",2012-09,39.2674,-76.6167,
16CS00061939,2016-04-03,4/6/2016 6:21:00 PM,6,"(38.36031173, -77.00657889)",2016-04,38.36031173,-77.00657889,18.0
18CS00095821,2018-05-16,5/16/2018 3:39:00 PM,6,"(39.2748478, -76.62088394)",2018-05,39.2748478,-76.62088394,15.0
17CS00167982,2017-09-03,10/5/2017 3:01:00 PM,3,"(39.37550311, -76.45207644)",2017-09,39.37550311,-76.45207644,15.0
16CS00136904,2016-07-17,7/18/2016 4:33:00 PM,6,"(39.24088, -76.59662)",2016-07,39.24088,-76.59662,16.0
15CS00120752,2015-06-23,4:33:00 PM,3,"(39.20613274, -76.59255981)",2015-06,39.20613274,-76.59255981,16.0
12K007141,2012-07-17,0508,5,"(39.236826, -76.469784)",2012-07,39.236826,-76.469784,
17IR002173,2017-12-01,12/1/2017 12:08:00 AM,6,"(39.26512152, -76.66895986)",2017-12,39.26512152,-76.66895986,0.0
17CS00156413,2017-08-17,8/21/2017 2:40:00 PM,6,"(39.26098889, -76.57375351)",2017-08,39.26098889,-76.57375351,14.0
15CS00084231,2015-04-29,4:50:00 PM,6,"(39.269131, -76.659548)",2015-04,39.269131,-76.659548,16.0
15CS00147189,2015-07-30,8/3/2015 8:52:00 AM,6,"(39.26083521, -76.57633781)",2015-07,39.26083521,-76.57633781,8.0
16CS00108025,2016-06-07,6/7/2016 1:52:00 PM,6,"(39.1014015, -77.0461512)",2016-06,39.1014015,-77.0461512,13.0
13T009400,2013-07-03,1012,4,"(39.261077, -76.582163)",2013-07,39.261077,-76.582163,
16CS00009871,2016-01-15,1/15/2016 9:35:00 AM,6,"(39.2642244, -76.58990443)",2016-01,39.2642244,-76.58990443,9.0
16CS00242463,2016-12-24,12/24/2016 12:35:00 PM,3,"(39.27743696, -76.55058861)",2016-12,39.27743696,-76.55058861,12.0
18CS00207398,2018-10-27,1899-12-31T00:17:00.000,6,"(39.3229106114654, -76.5301272340378)",2018-10,39.3229106114654,-76.5301272340378,0.0
17CS00225222,2017-11-28,12/2/2017 6:07:00 PM,6,"(39.26542574, -76.59317538)",2017-11,39.26542574,-76.59317538,18.0
16CS00226111,2016-11-27,12/5/2016 5:15:00 PM,6,"(39.264924, -76.5914635)",2016-11,39.264924,-76.5914635,17.0
15CS00009120,2015-01-16,6:29:00 AM,6,"(39.27911664, -76.55339956)",2015-01,39.27911664,-76.55339956,6.0
17CS00141024,2017-07-26,7/27/2017 3:07:00 PM,3,"(39.23542766, -76.59101486)",2017-07,39.23542766,-76.59101486,15.0
15CS00128876,2015-07-04,7/10/2015 7:04:00 PM,3,"(39.24092039, -76.5993619)",2015-07,39.24092039,-76.5993619,19.0
14CS00190759,2014-11-16,5:51:00 AM,6,"(39.1188785, -77.0774303)",2014-11,39.1188785,-77.0774303,5.0
18CS00245363,2018-12-28,12/28/2018 1:08:00 PM,6,"(39.2473824242817, -76.5755688874589)",2018-12,39.2473824242817,-76.5755688874589,13.0
13B009508,2013-03-19,0610,5,"(39.190268, -76.671057)",2013-03,39.190268,-76.671057,
14CS00105101,2014-07-03,4:42:00 PM,6,"(39.22973991, -76.51034608)",2014-07,39.22973991,-76.51034608,16.0
17CS00098790,2017-05-25,5/25/2017 10:11:00 AM,3,"(39.07317052, -76.90490574)",2017-05,39.07317052,-76.90490574,10.0
18CS00216106,2018-11-09,11/10/2018 5:23:00 PM,3,"(39.2044421296272, -76.5553270951732)",2018-11,39.2044421296272,-76.5553270951732,17.0
18CS00186493,2018-09-25,2:08:00 PM,6,"(39.30833346, -76.53151122)",2018-09,39.30833346,-76.53151122,14.0
15CS00027746,2015-02-15,12:00:00 AM,6,"(39.26547654, -76.56177878)",2015-02,39.26547654,-76.56177878,0.0
P1800001968,2018-01-08,1/8/2018 6:10:00 AM,6,"(39.1904835, -76.6790683)",2018-01,39.1904835,-76.6790683,6.0
17CS00005911,2017-01-10,1/10/2017 6:14:00 PM,6,"(38.98120062, -76.3309747)",2017-01,38.98120062,-76.3309747,18.0
17CS00197799,2017-10-19,10/19/2017 5:01:00 PM,6,"(39.26783251, -76.66224495)",2017-10,39.26783251,-76.66224495,17.0
16CS00145051,2016-07-28,8/10/2016 4:35:00 PM,6,"(39.1005682, -77.0444562)",2016-07,39.1005682,-77.0444562,16.0
15CS00143671,2015-07-25,7/26/2015 12:30:00 AM,6,"(39.27131792, -76.65440083)",2015-07,39.27131792,-76.65440083,0.0
18CS00194768,2018-10-07,1899-12-31T15:55:00.000,3,"(38.9760851185593, -76.2878820684095)",2018-10,38.9760851185593,-76.2878820684095,15.0
13P015545,2013-08-10,0828,5,"(39.243026, -76.512964)",2013-08,39.243026,-76.512964,
17CS00216489,2017-11-15,11/23/2017 11:23:00 PM,6,"(39.26060261, -76.5773356)",2017-11,39.26060261,-76.5773356,23.0
17CS00167568,2017-09-02,9/2/2017 8:24:00 PM,6,"(39.282567, -76.551529)",2017-09,39.282567,-76.551529,20.0
15CS00115565,2015-06-16,7/8/2015 10:14:00 PM,3,"(39.266595, -76.612678)",2015-06,39.266595,-76.612678,22.0
P1600091441,2016-12-16,12/18/2016 12:02:00 PM,3,"(39.190539, -76.67646)",2016-12,39.190539,-76.67646,12.0
18CS00042716,2018-03-03,3/3/2018 10:38:00 AM,6,"(39.24129327, -76.58206701)",2018-03,39.24129327,-76.58206701,10.0
14CS00089546,2014-06-09,5:36:00 PM,6,"(39.21072006, -76.53831482)",2014-06,39.21072006,-76.53831482,17.0
P1800081957,2018-11-16,11/21/2018 4:00:00 PM,3,"(39.180615, -76.671116)",2018-11,39.180615,-76.671116,16.0
P1900016308,2019-03-10,3/10/2019 5:34:00 AM,6,"(39.1874, -76.6823)",2019-03,39.1874,-76.6823,5.0
15CS00188671,2015-09-28,9/28/2015 7:58:00 AM,6,"(39.22975997, -76.51222229)",2015-09,39.22975997,-76.51222229,7.0
13B011094,2013-03-30,1600,4,"(39.188381, -76.676969)",2013-03,39.188381,-76.676969,
13E004055,2013-07-11,1707,4,"(39.127975, -77.120672)",2013-07,39.127975,-77.120672,0.0
17CS00211511,2017-11-08,11/9/2017 11:22:00 PM,3,"(39.265451, -76.563545)",2017-11,39.265451,-76.563545,23.0
18CS00083270,2018-04-29,4/29/2018 4:10:00 AM,6,"(39.24564828, -76.57135963)",2018-04,39.24564828,-76.57135963,4.0
18CS00192487,2018-10-04,2018-10-04T06:30:00.000,6,"(39.232354164457, -76.5069378940154)",2018-10,39.232354164457,-76.5069378940154,6.0
18CS00201251,2018-10-17,1899-12-31T14:19:00.000,6,"(39.2535566340462, -76.571499799844)",2018-10,39.2535566340462,-76.571499799844,14.0
16CS00118481,2016-06-22,6/23/2016 2:50:00 PM,3,"(39.26221832, -76.56982005)",2016-06,39.26221832,-76.56982005,14.0
16CS00149977,2016-08-04,8/11/2016 10:42:00 PM,6,"(39.250026, -76.679321)",2016-08,39.250026,-76.679321,22.0
16CS00094732,2016-05-20,5/24/2016 7:20:00 AM,3,"(39.08736941, -77.01250792)",2016-05,39.08736941,-77.01250792,7.0
15CS00015397,2015-01-26,7:30:00 AM,6,"(39.56875397, -76.07224345)",2015-01,39.56875397,-76.07224345,7.0
P1800011922,2018-02-16,2/18/2018 10:15:00 AM,3,"(39.18788426, -76.6825895)",2018-02,39.18788426,-76.6825895,10.0
15CS00080984,2015-04-30,10:55:00 AM,6,"(38.98371511, -76.3364625)",2015-04,38.98371511,-76.3364625,10.0
18CS00178947,2018-09-12,4:00:00 PM,6,"(38.3642387, -76.9759677)",2018-09,38.3642387,-76.9759677,16.0
16CS00129447,2016-07-07,7/8/2016 1:50:00 PM,6,"(39.39867322, -76.7529586)",2016-07,39.39867322,-76.7529586,13.0
15CS00037557,2015-03-01,3:49:00 PM,3,"(39.3181387, -76.53445244)",2015-03,39.3181387,-76.53445244,15.0
17CS00208515,2017-11-04,11/23/2017 2:15:00 AM,6,"(39.20781829, -76.58216223)",2017-11,39.20781829,-76.58216223,2.0
17CS00226354,2017-11-19,11/30/2017 9:14:00 PM,6,"(39.23041719, -76.51174888)",2017-11,39.23041719,-76.51174888,21.0
17CS00151793,2017-08-10,9/27/2017 9:03:00 PM,6,"(39.26451514, -76.59052134)",2017-08,39.26451514,-76.59052134,21.0
16CS00041165,2016-03-04,3/4/2016 9:48:00 PM,6,"(39.26728118, -76.61805153)",2016-03,39.26728118,-76.61805153,21.0
15CS00151035,2015-08-05,8/7/2015 5:45:00 AM,6,"(39.560113, -76.071339)",2015-08,39.560113,-76.071339,5.0
14CS00162951,2014-10-02,10:15:00 PM,6,"(39.241, -76.59532785)",2014-10,39.241,-76.59532785,22.0
15CS00096141,2015-05-21,12:18:00 PM,6,"(39.27023816, -76.64028168)",2015-05,39.27023816,-76.64028168,12.0
19CS00029948,2019-02-14,2/14/2019 5:05:00 PM,6,"(39.2648314148135, -76.6689860820812)",2019-02,39.2648314148135,-76.6689860820812,17.0
16CS00183351,2016-09-22,10/5/2016 2:55:00 PM,6,"(39.26219755, -76.67243063)",2016-09,39.26219755,-76.67243063,14.0
16CS00233461,2016-12-09,12/9/2016 4:47:00 PM,6,"(39.27030461, -76.65716887)",2016-12,39.27030461,-76.65716887,16.0
17B000495,2017-07-04,7/4/2017 12:30:00 AM,1,"(39.17353512, -76.69392854)",2017-07,39.17353512,-76.69392854,0.0
13T002280,2013-02-18,1126,4,"(39.264541, -76.590222)",2013-02,39.264541,-76.590222,
17CS00109497,2017-06-10,6/10/2017 2:31:00 AM,6,"(39.27323861, -76.55354574)",2017-06,39.27323861,-76.55354574,2.0
15CS00063524,2015-04-06,5:27:00 PM,6,"(39.00276063, -76.40068531)",2015-04,39.00276063,-76.40068531,17.0
18CS00082376,2018-04-27,4/27/2018 6:25:00 PM,3,"(39.01335686, -76.40756249)",2018-04,39.01335686,-76.40756249,18.0
14IR001549,2014-08-06,11:36:00 PM,6,"(39.023751, -76.429095)",2014-08,39.023751,-76.429095,23.0
15CS00152949,2015-08-07,8/7/2015 4:30:00 PM,6,"(38.9771931, -76.31452203)",2015-08,38.9771931,-76.31452203,16.0
19CS00029244,2019-02-13,2/13/2019 6:07:00 PM,6,"(39.2409, -76.5913)",2019-02,39.2409,-76.5913,18.0
18CS00190397,2018-10-01,1899-12-31T12:25:00.000,6,"(39.0131143702069, -76.4063490576092)",2018-10,39.0131143702069,-76.4063490576092,12.0
14CS00131666,2014-08-15,3:00:00 PM,3,"(39.2046737, -76.56287313)",2014-08,39.2046737,-76.56287313,15.0
14CS00132105,2014-08-16,4:40:00 AM,3,"(39.26317776, -76.56708956)",2014-08,39.26317776,-76.56708956,4.0
13L005143,2013-06-02,1537,5,"(38.978043, -76.318007)",2013-06,38.978043,-76.318007,
12B028387,2012-09-05,1317,4,"(39.179443, -76.668915)",2012-09,39.179443,-76.668915,
17CS00222052,2017-11-23,11/27/2017 10:18:00 PM,6,"(39.22054, -76.6955)",2017-11,39.22054,-76.6955,22.0
17CS00021428,2017-01-31,2/3/2017 3:57:00 PM,3,"(39.21992249, -76.52444243)",2017-01,39.21992249,-76.52444243,15.0
19CS00028086,2019-02-12,2/19/2019 12:35:00 AM,3,"(39.28781, -76.612165)",2019-02,39.28781,-76.612165,0.0
13E002548,2013-05-01,1752,4,"(39.116809, -77.072814)",2013-05,39.116809,-77.072814,0.0
13E007749,2013-12-14,1741,4,"(39.124805, -77.093549)",2013-12,39.124805,-77.093549,0.0
16CS00054793,2016-03-24,3/25/2016 3:23:00 PM,6,"(39.26566248, -76.59472302)",2016-03,39.26566248,-76.59472302,15.0
18CS00072179,2018-04-13,4/16/2018 6:50:00 PM,6,"(39.20733612, -76.57999232)",2018-04,39.20733612,-76.57999232,18.0
14CS00205061,2014-12-10,6:39:00 AM,3,"(39.31049375, -76.54110432)",2014-12,39.31049375,-76.54110432,6.0
18CS00079253,2018-04-23,4/27/2018 9:45:00 AM,6,"(39.0799647, -76.9570108)",2018-04,39.0799647,-76.9570108,9.0
17CS00180279,2017-09-23,9/24/2017 6:40:00 AM,3,"(38.3631554, -76.98532937)",2017-09,38.3631554,-76.98532937,6.0
18CS00060407,2018-03-28,3/29/2018 12:42:00 PM,6,"(39.28941497, -76.53276533)",2018-03,39.28941497,-76.53276533,12.0
18CS00005102,2018-01-08,1/9/2018 7:40:00 PM,3,"(39.28120944, -76.62039042)",2018-01,39.28120944,-76.62039042,19.0
16CS00139028,2016-07-20,7/23/2016 3:03:00 PM,6,"(39.00509511, -76.40208006)",2016-07,39.00509511,-76.40208006,15.0
P1800040427,2018-06-03,6/3/2018 4:10:00 AM,6,"(39.188366, -76.653442)",2018-06,39.188366,-76.653442,4.0
13T013927,2013-09-18,0849,4,"(39.298997, -76.530741)",2013-09,39.298997,-76.530741,
P1500073907,2015-10-25,10/25/2015 1:09:00 PM,3,"(39.18001926, -76.67046189)",2015-10,39.18001926,-76.67046189,13.0
16CS00022734,2016-11-29,12/4/2016 8:57:00 PM,6,"(39.28206481, -76.6255188)",2016-11,39.28206481,-76.6255188,20.0
16CS00085574,2016-05-07,5/7/2016 7:19:00 AM,6,"(39.28302813, -76.5495801)",2016-05,39.28302813,-76.5495801,7.0
15CS00196393,2015-10-09,10/10/2015 6:43:00 PM,6,"(39.1003502, -77.0439048)",2015-10,39.1003502,-77.0439048,18.0
13T009946,2013-07-13,1838,4,"(39.266567, -76.562605)",2013-07,39.266567,-76.562605,0.0
17CS00220885,2017-11-22,12/7/2017 5:20:00 AM,6,"(38.365321, -76.96909)",2017-11,38.365321,-76.96909,5.0
16CS00186000,2016-09-26,10/4/2016 8:08:00 PM,3,"(39.25519138, -76.57039672)",2016-09,39.25519138,-76.57039672,20.0
13L006742,2013-07-06,1258,5,"(38.989994, -76.362758)",2013-07,38.989994,-76.362758,
P1600019845,2016-03-20,3/24/2016 2:01:00 PM,3,"(39.18982907, -76.66263252)",2016-03,39.18982907,-76.66263252,14.0
16CS00203994,2016-10-24,10/26/2016 1:45:00 PM,6,"(38.30071456, -76.96472168)",2016-10,38.30071456,-76.96472168,13.0
15CS00247023,2015-12-26,12/30/2015 10:50:00 PM,6,"(39.24116136, -76.58747435)",2015-12,39.24116136,-76.58747435,22.0
18CS00241320,2018-12-20,12/21/2018 11:49:00 PM,6,"(39.0884774897215, -76.9818308204412)",2018-12,39.0884774897215,-76.9818308204412,23.0
18CS00006520,2018-01-14,1/19/2018 4:20:00 PM,6,"(39.2644, -76.5625)",2018-01,39.2644,-76.5625,16.0
13B017016,2013-05-09,1745,4,"(39.179848, -76.668842)",2013-05,39.179848,-76.668842,0.0
16CS00173494,2016-09-08,9/9/2016 7:39:00 AM,6,"(39.29445667, -76.55237764)",2016-09,39.29445667,-76.55237764,7.0
17IR000449,2017-03-08,3/14/2017 3:27:00 PM,6,"(39.1309282, -77.1628792)",2017-03,39.1309282,-77.1628792,15.0
18CS00041686,2018-03-01,3/4/2018 12:51:00 PM,6,"(39.27450728, -76.6210556)",2018-03,39.27450728,-76.6210556,12.0
15CS00105063,2015-06-02,6:56:00 PM,6,"(39.28246, -76.55262)",2015-06,39.28246,-76.55262,18.0
14CS00191375,2014-11-17,8:10:00 AM,6,"(39.20794923, -76.62378073)",2014-11,39.20794923,-76.62378073,8.0
13L013201,2013-12-08,1340,4,"(39.020203, -76.415779)",2013-12,39.020203,-76.415779,
P1800087376,2018-12-10,12/14/2018 6:42:00 PM,3,"(39.2041512, -76.6959137)",2018-12,39.2041512,-76.6959137,18.0
P1700092872,2017-12-19,12/19/2017 9:49:00 AM,3,"(39.1915254, -76.67628899)",2017-12,39.1915254,-76.67628899,9.0
15CS00140106,2015-07-19,7/20/2015 11:42:00 PM,6,"(39.28520385, -76.55350685)",2015-07,39.28520385,-76.55350685,23.0
13B002698,2013-01-23,2135,4,"(39.179044, -76.669917)",2013-01,39.179044,-76.669917,0.0
17CS00119289,2017-06-25,6/25/2017 11:24:00 AM,6,"(38.30071456, -76.96472168)",2017-06,38.30071456,-76.96472168,11.0
12B034014,2012-10-22,1126,4,"(39.19007, -76.671189)",2012-10,39.19007,-76.671189,
16CS00110464,2016-06-10,6/10/2016 5:33:00 PM,3,"(39.2700712, -76.6387232)",2016-06,39.2700712,-76.6387232,17.0
16CS00008396,2016-01-13,1/15/2016 6:49:00 AM,3,"(39.27668327, -76.55329227)",2016-01,39.27668327,-76.55329227,6.0
15CS00040082,2015-03-06,6:00:00 AM,6,"(39.170741, -76.321647)",2015-03,39.170741,-76.321647,6.0
14CS00156641,2014-09-22,6:09:00 PM,6,"(39.26405827, -76.56573772)",2014-09,39.26405827,-76.56573772,18.0
17CS00132873,2017-07-15,7/16/2017 12:15:00 PM,6,"(39.01330684, -76.40779719)",2017-07,39.01330684,-76.40779719,12.0
15CS00156910,2015-08-13,8/19/2015 2:40:00 PM,6,"(39.2685706, -76.6299288)",2015-08,39.2685706,-76.6299288,14.0
15CS00187593,2015-09-26,9/27/2015 1:00:00 PM,6,"(39.2699403, -76.6380107)",2015-09,39.2699403,-76.6380107,13.0
19CS00045501,2019-03-08,3/23/2019 2:30:00 PM,6,"(39.2075042487911, -76.5822078199167)",2019-03,39.2075042487911,-76.5822078199167,14.0
17CS00194536,2017-10-14,10/16/2017 10:04:00 PM,3,"(39.257057, -76.569186)",2017-10,39.257057,-76.569186,22.0
14CS00117737,2014-07-23,5:58:00 PM,6,"(39.24089131, -76.59608692)",2014-07,39.24089131,-76.59608692,17.0
13T008925,2013-06-24,1111,4,"(39.266951, -76.562394)",2013-06,39.266951,-76.562394,
16CS00171497,2016-09-05,9/5/2016 8:33:00 PM,6,"(39.28801268, -76.55385688)",2016-09,39.28801268,-76.55385688,20.0
12T013003,2012-09-29,0610,4,"(39.3344, -76.518)",2012-09,39.3344,-76.518,
18CS00075426,2018-04-18,4/18/2018 8:57:00 AM,6,"(39.27611125, -76.54175878)",2018-04,39.27611125,-76.54175878,8.0
13T003976,2013-03-26,0827,4,"(39.264952, -76.591521)",2013-03,39.264952,-76.591521,
17CS00187207,2017-10-03,10/3/2017 5:39:00 PM,3,"(39.31688535, -76.53490305)",2017-10,39.31688535,-76.53490305,17.0
15CS00242587,2015-12-19,12/19/2015 2:16:00 AM,6,"(39.26425348, -76.56567335)",2015-12,39.26425348,-76.56567335,2.0
12T011102,2012-08-16,1758,4,"(39.266961, -76.612928)",2012-08,39.266961,-76.612928,0.0
13E006089,2013-10-06,2200,5,"(39.088374, -76.981816)",2013-10,39.088374,-76.981816,0.0
14CS00214966,2014-12-27,2:06:00 PM,6,"(39.00651243, -76.40321732)",2014-12,39.00651243,-76.40321732,14.0
14CS00106445,2014-07-05,2:25:00 PM,6,"(39.00836324, -76.40411854)",2014-07,39.00836324,-76.40411854,14.0
13T012406,2013-08-23,1842,5,"(39.266567, -76.664765)",2013-08,39.266567,-76.664765,0.0
17CS00161186,2017-08-24,8/29/2017 5:25:00 AM,3,"(39.1290583, -77.121997)",2017-08,39.1290583,-77.121997,5.0
P1600046662,2016-06-26,6/26/2016 6:52:00 AM,6,"(39.18666392, -76.65289879)",2016-06,39.18666392,-76.65289879,6.0
17CS00116943,2017-06-22,6/22/2017 2:25:00 AM,6,"(39.26615152, -76.59754872)",2017-06,39.26615152,-76.59754872,2.0
16CS00045557,2016-03-11,3/11/2016 8:49:00 AM,6,"(39.27530875, -76.55314207)",2016-03,39.27530875,-76.55314207,8.0
15CS00124068,2015-06-28,1:38:00 PM,6,"(39.00636236, -76.4028579)",2015-06,39.00636236,-76.4028579,13.0
16IR001327,2016-08-08,8/16/2016 10:27:00 PM,1,"(39.5981631, -75.8198563)",2016-08,39.5981631,-75.8198563,22.0
13T008293,2013-06-13,0959,4,"(39.271455, -76.650209)",2013-06,39.271455,-76.650209,
18CS00219609,2018-11-15,11/15/2018 3:30:00 PM,6,"(38.991058334326, -76.4481491062976)",2018-11,38.991058334326,-76.4481491062976,15.0
18CS00001475,2018-01-03,1/3/2018 5:20:00 AM,6,"(39.27166676, -76.55592084)",2018-01,39.27166676,-76.55592084,5.0
13T005206,2013-04-17,1609,4,"(39.315167, -76.537341)",2013-04,39.315167,-76.537341,
18IR000604,2018-04-12,4/12/2018 2:22:00 AM,3,"(39.25943754, -76.56769305)",2018-04,39.25943754,-76.56769305,2.0
16CS00060791,2016-04-01,9/29/2017 8:21:00 PM,3,"(39.07303, -76.93595)",2016-04,39.07303,-76.93595,20.0
18CS00136877,2018-07-12,7/12/2018 7:05:00 AM,6,"(39.24036573, -76.60761572)",2018-07,39.24036573,-76.60761572,7.0
P1500063678,2015-09-13,9/16/2015 4:30:00 AM,6,"(39.19053899, -76.67624474)",2015-09,39.19053899,-76.67624474,4.0
13H008442,2013-12-13,1732,5,"(39.569287, -76.070629)",2013-12,39.569287,-76.070629,0.0
17CS00106977,2017-06-06,6/10/2017 8:11:00 AM,3,"(39.1218582, -77.1879247)",2017-06,39.1218582,-77.1879247,8.0
14CS00173791,2014-10-20,11:09:00 PM,6,"(39.23258556, -76.65268421)",2014-10,39.23258556,-76.65268421,23.0
13P000679,2013-01-09,1900,5,"(39.254686, -76.546365)",2013-01,39.254686,-76.546365,0.0
12L006937,2012-08-21,1635,5,"(39.026334, -76.440403)",2012-08,39.026334,-76.440403,
16CS00238091,2016-12-17,1/9/2017 5:37:00 AM,6,"(39.11000219, -77.057506)",2016-12,39.11000219,-77.057506,5.0
14CS00206356,2014-12-11,11:56:00 PM,3,"(39.25452157, -76.50014162)",2014-12,39.25452157,-76.50014162,23.0
18CS00033097,2018-02-16,2/16/2018 5:35:00 PM,6,"(39.00576208, -76.40188694)",2018-02,39.00576208,-76.40188694,17.0
15CS00209472,2015-10-29,11/8/2015 9:20:00 PM,3,"(39.2707199, -76.65635347)",2015-10,39.2707199,-76.65635347,21.0
14CS00120570,2014-07-28,12:36:00 PM,6,"(39.13072604, -77.16110229)",2014-07,39.13072604,-77.16110229,12.0
19CS00036570,2019-02-24,2/24/2019 1:48:00 PM,6,"(39.2843948934621, -76.5436513508881)",2019-02,39.2843948934621,-76.5436513508881,13.0
16CS00103154,2016-05-31,6/1/2016 9:45:00 PM,6,"(39.25039247, -76.52867764)",2016-05,39.25039247,-76.52867764,21.0
14CS00081337,2014-05-27,4:07:00 PM,6,"(38.987168, -76.352921)",2014-05,38.987168,-76.352921,16.0
15CS00191683,2015-10-03,10/3/2015 5:09:00 AM,6,"(39.26673297, -76.56224012)",2015-10,39.26673297,-76.56224012,5.0
P1700056300,2017-08-04,8/15/2017 4:00:00 PM,6,"(39.18568265, -76.6769743)",2017-08,39.18568265,-76.6769743,16.0
16CS00024618,2016-02-10,2/11/2016 4:53:00 AM,3,"(39.0736557, -76.9283402)",2016-02,39.0736557,-76.9283402,4.0
16CS00201044,2016-10-19,10/23/2016 4:20:00 PM,3,"(39.266542, -76.560709)",2016-10,39.266542,-76.560709,16.0
16CS00035698,2016-02-25,2/25/2016 5:30:00 PM,6,"(39.24135455, -76.58120871)",2016-02,39.24135455,-76.58120871,17.0
18CS00003361,2018-01-09,1/20/2018 12:12:00 AM,3,"(39.13903551, -77.13955879)",2018-01,39.13903551,-77.13955879,0.0
15CS00116527,2015-06-18,6:50:00 AM,6,"(39.238862, -76.477568)",2015-06,39.238862,-76.477568,6.0
18CS00225105,2018-11-24,11/25/2018 12:12:00 PM,3,"(39.2609661771551, -76.5799010307155)",2018-11,39.2609661771551,-76.5799010307155,12.0
13T000541,2013-01-13,0403,4,"(39.265445, -76.664427)",2013-01,39.265445,-76.664427,
18IR001793,2018-11-08,11/8/2018 1:43:00 AM,3,"(39.2841512258559, -76.5383237973667)",2018-11,39.2841512258559,-76.5383237973667,1.0
13L009130,2013-08-27,0944,4,"(38.994484, -76.382101)",2013-08,38.994484,-76.382101,
17CS00202026,2017-10-25,10/25/2017 7:45:00 PM,6,"(38.98143831, -76.33132339)",2017-10,38.98143831,-76.33132339,19.0
18CS00236696,2018-12-13,12/13/2018 3:01:00 PM,6,"(39.0131098952452, -76.4073666930199)",2018-12,39.0131098952452,-76.4073666930199,15.0
18CS00244819,2018-12-27,12/27/2018 1:52:00 PM,6,"(39.2668695018843, -76.5620731562376)",2018-12,39.2668695018843,-76.5620731562376,13.0
13L004304,2013-05-10,1012,4,"(38.993149, -76.381318)",2013-05,38.993149,-76.381318,
19CS00057521,2019-03-24,3/24/2019 6:40:00 PM,6,"(39.1554, -76.351)",2019-03,39.1554,-76.351,18.0
P1600078469,2016-10-24,10/25/2016 2:41:00 PM,6,"(39.2288535, -76.702317)",2016-10,39.2288535,-76.702317,14.0
16CS00114771,2016-06-17,6/17/2016 12:11:00 AM,6,"(39.27708191, -76.4712435)",2016-06,39.27708191,-76.4712435,0.0
18CS00171195,2018-08-31,8/31/2018 6:26:00 PM,6,"(39.07443812, -76.91443495)",2018-08,39.07443812,-76.91443495,18.0
P1800048739,2018-07-02,7/2/2018,3,"(39.19032279, -76.67645931)",2018-07,39.19032279,-76.67645931,0.0
13E107295,2013-12-27,1658,4,"(39.076898, -76.950561)",2013-12,39.076898,-76.950561,
P1800014273,2018-02-26,2/26/2018 6:35:00 AM,6,"(39.206179, -76.695865)",2018-02,39.206179,-76.695865,6.0
13T003220,2013-03-10,0644,4,"(39.222131, -76.720304)",2013-03,39.222131,-76.720304,
14CS00128665,2014-08-10,3:56:00 PM,6,"(39.00471159, -76.4015007)",2014-08,39.00471159,-76.4015007,15.0
13B019760,2013-10-12,0318,5,"(39.188795, -76.683513)",2013-10,39.188795,-76.683513,
18CS00058873,2018-03-27,3/27/2018 9:00:00 AM,6,"(39.26627508, -76.56280875)",2018-03,39.26627508,-76.56280875,9.0
17CS00198140,2017-10-20,10/20/2017 6:45:00 AM,6,"(39.28724665, -76.53367996)",2017-10,39.28724665,-76.53367996,6.0
13E006392,2013-10-18,2106,5,"(39.073004, -76.903252)",2013-10,39.073004,-76.903252,0.0
15CS00007193,2015-01-13,4:46:00 AM,6,"(39.26212279, -76.56986833)",2015-01,39.26212279,-76.56986833,4.0
18CS00101983,2018-05-25,6/3/2018 4:25:00 PM,6,"(39.2711, -76.6513)",2018-05,39.2711,-76.6513,16.0
P1800036317,2018-05-20,6/7/2018 12:00:00 PM,3,"(39.18547475, -76.68899059)",2018-05,39.18547475,-76.68899059,12.0
17CS00158974,2017-08-21,8/24/2017 9:20:00 AM,3,"(39.23126212, -76.64435327)",2017-08,39.23126212,-76.64435327,9.0
19CS00053565,2019-03-19,3/20/2019 6:47:00 AM,6,"(39.3236811181073, -76.5292617903773)",2019-03,39.3236811181073,-76.5292617903773,6.0
16CS00031477,2016-02-18,2/18/2016 9:37:00 PM,6,"(39.01261492, -76.40703678)",2016-02,39.01261492,-76.40703678,21.0
12E006719,2012-09-24,1407,5,"(39.126492, -77.115957)",2012-09,39.126492,-77.115957,
17CS00019769,2017-01-29,1/29/2017 6:36:00 AM,3,"(39.28091877, -76.55076027)",2017-01,39.28091877,-76.55076027,6.0
12T011696,2012-08-30,1031,4,"(39.2668, -76.6167)",2012-08,39.2668,-76.6167,
17IR000979,2017-05-15,5/15/2017 6:02:00 AM,3,"(39.28462256, -76.54204845)",2017-05,39.28462256,-76.54204845,6.0
14CS00093689,2014-06-16,6:32:00 AM,6,"(39.075943, -76.948586)",2014-06,39.075943,-76.948586,6.0
18CS00183748,2018-09-20,4:28:00 PM,6,"(39.240853, -76.597781)",2018-09,39.240853,-76.597781,16.0
19CS00058267,2019-03-25,3/25/2019 4:05:00 PM,6,"(39.2771, -76.695)",2019-03,39.2771,-76.695,16.0
17CS00132379,2017-07-14,7/15/2017 3:02:00 PM,3,"(39.26165345, -76.672723)",2017-07,39.26165345,-76.672723,15.0
